ProKey,ProName,PrimaryServiceCategory,HomeAreaKey,JoinDate,SkillTier,IsBackgroundVerified,IsActive,AvgRating,LifetimeJobs,LanguagesSpoken,OnboardingChannel,ChurnedDate
449,Sameer Pasha,AC Service,5,2026-06-08,Gold,1,1,4.29,10,Urdu|Hindi|Kannada,Referral by Pro,
450,Nandini Kulkarni,Deep Cleaning,15,2024-12-05,Gold,1,1,4.36,110,Kannada|English,Job Portal,
451,Poonam Verma,Pest Control,15,2026-01-29,Silver,1,0,4.39,16,Hindi|English,Online Signup,2026-07-19
452,Rajanna Gowda,Plumber,2,2026-06-23,Gold,1,1,4.34,31,Kannada|English|Hindi,Field Recruiter,
453,Shabana Ahmed,Deep Cleaning,10,2024-11-16,Silver,0,1,4.14,32,Urdu|Hindi|Kannada|English,Partner Agency,
454,Vasavi Prasad,Deep Cleaning,1,2026-02-04,Silver,1,1,4.06,31,Telugu|Kannada|English,Walk In,
455,Vijay Joshi,AC Service,1,2024-10-27,Silver,1,1,4.16,112,Hindi|English|Kannada,Partner Agency,
456,Sathish Raman,Plumber,19,2024-10-14,Gold,1,1,4.18,79,Tamil|Kannada|English,Field Recruiter,
457,Amit Joshi,Electrician,5,2026-06-21,Silver,1,1,4.46,6,Hindi|English,Walk In,
458,Srinivas Rao,Deep Cleaning,12,2026-03-03,Bronze,0,1,4.02,15,Kannada|English|Hindi,Partner Agency,
459,Shabana Shariff,Painter,19,2024-09-12,Bronze,1,1,3.84,2,Urdu|Hindi,Field Recruiter,
460,Imran Baig,Painter,13,2025-10-23,Silver,1,1,4.13,25,Urdu|Hindi|Kannada|English,Referral by Pro,
461,Amit Gupta,Pest Control,10,2024-07-23,Silver,0,1,4.23,25,Hindi|English|Kannada|Urdu,Online Signup,
462,Arun Nadar,Pest Control,6,2026-03-15,Bronze,0,1,3.95,8,Tamil|Kannada|English|Telugu,Field Recruiter,
463,Thenmozhi Sundaram,Pest Control,11,2024-12-08,Bronze,1,1,4.13,40,Tamil|Kannada|English|Telugu,Walk In,
464,Ilango Velu,Electrician,5,2024-12-19,Bronze,1,1,3.86,25,Tamil|Kannada|English|Telugu,Field Recruiter,
465,Kalaivani Sundaram,Deep Cleaning,4,2026-02-16,Gold,1,1,4.39,58,Tamil|Kannada,Referral by Pro,
466,Naveen Shetty,AC Service,9,2026-06-03,Silver,1,1,4.32,2,Kannada|English|Hindi|Tamil,Partner Agency,
467,Pankaj Singh,AC Service,11,2026-02-03,Silver,1,1,4.20,38,Hindi|English,Partner Agency,
468,Bala Natarajan,AC Service,13,2024-08-03,Gold,1,1,4.24,193,Tamil|Kannada,Online Signup,
469,Basavaraj Achar,Appliance Repair,2,2026-02-06,Gold,1,1,4.37,49,Kannada|English|Hindi|Tamil,Walk In,
470,Nagaraj Desai,Appliance Repair,2,2025-08-06,Bronze,1,1,3.93,6,Kannada|English|Hindi|Tamil,Online Signup,
471,Vignesh Krishnan,Carpenter,2,2026-03-31,Silver,1,1,4.47,7,Tamil|Kannada|English,Online Signup,
472,Sandeep Chauhan,AC Service,3,2024-12-01,Gold,1,1,4.31,342,Hindi|English,Partner Agency,
473,Deepak Chauhan,Carpenter,13,2024-10-11,Silver,1,1,4.46,29,Hindi|English|Kannada,Partner Agency,
474,Dharmendra Chauhan,Electrician,4,2024-11-06,Gold,1,1,4.43,119,Hindi|English,Walk In,
475,Anand Krishnan,AC Service,11,2025-03-02,Bronze,1,0,3.85,14,Tamil|Kannada|English|Telugu,Online Signup,2025-08-16
476,Bala Chettiar,Appliance Repair,1,2025-02-04,Silver,1,1,4.14,31,Tamil|Kannada|English|Telugu,Job Portal,
477,Vikas Thakur,Pest Control,14,2025-07-27,Platinum,1,1,4.54,101,Hindi|English,Partner Agency,
478,Rajanna Kumar,Deep Cleaning,10,2025-05-01,Silver,1,1,4.15,61,Kannada|English|Hindi|Tamil,Job Portal,
479,Altaf Pasha,Pest Control,1,2024-12-03,Bronze,1,1,4.11,8,Urdu|Hindi,Online Signup,
480,Ganesh Poojary,AC Service,3,2024-07-01,Platinum,1,1,4.41,301,Kannada|English|Hindi,Field Recruiter,
481,Yogesh Gouda,Plumber,2,2024-11-30,Bronze,1,1,4.01,26,Kannada|English|Hindi,Partner Agency,
482,Nagaraj Desai,Deep Cleaning,6,2025-07-27,Bronze,1,1,4.08,19,Kannada|English|Hindi|Tamil,Referral by Pro,
483,Praveen Chowdary,Plumber,7,2024-09-14,Bronze,1,1,4.03,6,Telugu|Kannada,Referral by Pro,
484,Ramakrishna Naidu,Electrician,5,2024-07-04,Gold,1,1,4.33,93,Telugu|Kannada|English,Referral by Pro,
485,Rajanna Naik,Appliance Repair,6,2024-10-24,Silver,0,1,4.08,122,Kannada|English|Hindi,Field Recruiter,
486,Lokesh Hegde,Electrician,3,2026-03-14,Bronze,1,1,4.05,1,Kannada|English,Job Portal,
487,Irfan Ansari,Electrician,4,2024-08-27,Platinum,1,1,4.44,247,Urdu|Hindi,Online Signup,
488,Revathi Pillai,AC Service,16,2026-05-08,Silver,1,1,4.03,21,Tamil|Kannada,Online Signup,
489,Kiran Yadav,Deep Cleaning,5,2024-08-10,Silver,1,1,4.09,30,Hindi|English|Kannada|Urdu,Job Portal,
490,Bhuvana Velu,Plumber,6,2024-08-20,Gold,0,1,4.32,342,Tamil|Kannada|English,Partner Agency,
491,Chandra Varma,Plumber,6,2024-08-27,Bronze,1,1,4.09,8,Telugu|Kannada|English|Hindi,Field Recruiter,
492,Pankaj Thakur,Painter,5,2025-11-18,Gold,1,1,4.31,38,Hindi|English,Referral by Pro,
493,Yogesh Achar,Pest Control,1,2025-02-10,Gold,1,1,4.30,150,Kannada|English|Hindi|Tamil,Field Recruiter,
494,Amit Yadav,Painter,7,2025-06-15,Bronze,1,1,3.77,25,Hindi|English,Walk In,
495,Ravi Poojary,Electrician,2,2024-08-06,Platinum,1,1,4.36,286,Kannada|English|Hindi,Referral by Pro,
496,Ajay Sharma,Electrician,2,2024-06-29,Platinum,1,1,4.50,430,Hindi|English,Partner Agency,
497,Anil Gupta,Painter,11,2025-03-28,Silver,1,1,4.22,9,Hindi|English|Kannada|Urdu,Online Signup,
498,Zareena Hussain,Pest Control,18,2025-07-30,Gold,1,1,4.34,103,Urdu|Hindi|Kannada|English,Job Portal,
499,Naveen Hegde,Carpenter,11,2024-10-26,Silver,1,1,4.35,32,Kannada|English|Hindi,Walk In,
500,Sirisha Varma,Carpenter,19,2025-07-19,Silver,1,1,4.19,27,Telugu|Kannada|English|Hindi,Partner Agency,
501,Ramakrishna Varma,Plumber,1,2024-09-10,Bronze,0,1,4.02,16,Telugu|Kannada|English,Online Signup,
502,Salim Ansari,Appliance Repair,2,2024-09-02,Bronze,0,1,4.28,26,Urdu|Hindi|Kannada,Online Signup,
503,Ravi Murthy,AC Service,3,2025-08-11,Bronze,1,1,3.94,33,Kannada|English|Hindi,Referral by Pro,
504,Pankaj Sharma,Carpenter,16,2026-04-08,Silver,1,1,4.18,17,Hindi|English,Partner Agency,
505,Ramakrishna Varma,Plumber,5,2025-04-06,Gold,1,0,4.39,102,Telugu|Kannada,Partner Agency,2026-03-02
506,Vasavi Varma,Deep Cleaning,15,2026-02-20,Silver,1,1,4.51,6,Telugu|Kannada|English,Walk In,
507,Kalaivani Pillai,Deep Cleaning,1,2024-09-29,Gold,1,1,4.22,183,Tamil|Kannada|English,Walk In,
508,Rakesh Singh,Pest Control,6,2024-06-16,Bronze,0,1,3.81,9,Hindi|English,Partner Agency,
509,Prakash Swamy,Appliance Repair,5,2024-08-25,Bronze,1,1,3.91,20,Kannada|English|Hindi,Partner Agency,
510,Manjunath Murthy,Plumber,14,2026-06-17,Bronze,1,1,4.03,7,Kannada|English,Field Recruiter,
511,Rajanna Rao,Carpenter,1,2024-11-05,Gold,1,1,4.33,38,Kannada|English,Walk In,
512,Venkat Varma,Carpenter,16,2024-07-23,Gold,1,1,4.19,113,Telugu|Kannada|English,Field Recruiter,
513,Ajay Chauhan,Appliance Repair,5,2024-09-18,Bronze,1,1,3.96,14,Hindi|English|Kannada|Urdu,Referral by Pro,
514,Firoz Sait,AC Service,9,2026-04-11,Silver,1,1,4.13,5,Urdu|Hindi|Kannada|English,Online Signup,
515,Vignesh Chettiar,Appliance Repair,11,2024-08-03,Silver,1,1,4.08,47,Tamil|Kannada|English,Field Recruiter,
516,Lokesh Patil,Painter,15,2024-07-05,Bronze,0,1,4.14,3,Kannada|English|Hindi|Tamil,Field Recruiter,
517,Asif Qureshi,Carpenter,1,2026-04-27,Silver,0,1,4.33,7,Urdu|Hindi|Kannada,Field Recruiter,
518,Ilango Chettiar,Plumber,1,2026-01-26,Bronze,0,1,4.31,6,Tamil|Kannada,Online Signup,
519,Rajesh Iyer,Electrician,6,2025-03-11,Gold,1,1,4.27,183,Tamil|Kannada|English,Field Recruiter,
520,Sudhakar Yadav,Plumber,16,2024-11-28,Bronze,1,1,3.87,9,Telugu|Kannada,Online Signup,
521,Chandrashekar Hegde,Deep Cleaning,6,2025-12-18,Bronze,1,1,3.89,11,Kannada|English|Hindi,Referral by Pro,
522,Muthu Nadar,AC Service,16,2024-11-25,Silver,1,1,4.35,32,Tamil|Kannada|English,Referral by Pro,
523,Firoz Baig,AC Service,3,2026-02-03,Silver,1,1,4.18,8,Urdu|Hindi|Kannada|English,Job Portal,
524,Yogesh Murthy,Pest Control,1,2026-02-18,Silver,1,1,4.33,13,Kannada|English|Hindi,Walk In,
525,Vinay Gowda,Pest Control,8,2024-11-18,Bronze,0,1,4.19,15,Kannada|English,Field Recruiter,
526,Sudhakar Varma,Electrician,5,2025-03-11,Bronze,1,0,3.95,4,Telugu|Kannada|English,Referral by Pro,2025-07-30
527,Prakash Desai,Pest Control,2,2024-06-30,Silver,1,1,4.21,80,Kannada|English,Referral by Pro,
528,Wasim Baig,AC Service,15,2024-08-21,Gold,0,1,4.36,192,Urdu|Hindi|Kannada|English,Online Signup,
529,Arun Subramanian,Electrician,12,2026-01-31,Gold,1,1,4.37,139,Tamil|Kannada,Referral by Pro,
530,Srinivas Shetty,Electrician,14,2025-12-16,Silver,1,1,4.31,29,Kannada|English|Hindi,Online Signup,
531,Kiran Kumar,Electrician,15,2026-07-18,Gold,1,1,4.52,16,Kannada|English,Online Signup,
532,Lokesh Shetty,Electrician,2,2025-10-30,Silver,1,1,4.27,7,Kannada|English,Online Signup,
533,Anand Raman,AC Service,14,2025-07-05,Bronze,1,1,3.90,40,Tamil|Kannada|English,Partner Agency,
534,Vignesh Subramanian,Electrician,17,2024-12-10,Bronze,0,0,3.87,5,Tamil|Kannada|English,Partner Agency,2025-09-07
535,Praveen Varma,Plumber,2,2024-12-16,Gold,1,1,4.30,322,Telugu|Kannada|English|Hindi,Partner Agency,
536,Mohammed Sheikh,Appliance Repair,9,2024-09-23,Bronze,1,1,3.94,2,Urdu|Hindi,Field Recruiter,
537,Prabhu Velu,Deep Cleaning,11,2024-06-04,Silver,1,1,3.97,67,Tamil|Kannada|English|Telugu,Partner Agency,
538,Santhosh Hegde,Appliance Repair,1,2024-12-14,Bronze,1,1,3.82,20,Kannada|English|Hindi,Online Signup,
539,Sandeep Mishra,Plumber,1,2025-01-11,Silver,1,1,4.08,99,Hindi|English|Kannada|Urdu,Field Recruiter,
540,Girish Kumar,Carpenter,8,2025-07-02,Silver,1,1,4.35,21,Kannada|English,Referral by Pro,
541,Ganesh Bhat,Carpenter,2,2025-01-25,Silver,1,1,4.29,57,Kannada|English,Referral by Pro,
542,Altaf Sait,Appliance Repair,16,2025-04-05,Gold,1,0,4.14,28,Urdu|Hindi|Kannada,Referral by Pro,2025-10-01
543,Shankar Shetty,Plumber,2,2025-03-16,Bronze,1,1,3.95,8,Kannada|English|Hindi|Tamil,Referral by Pro,
544,Ramesh Gowda,Plumber,11,2024-07-26,Gold,1,1,4.30,287,Kannada|English|Hindi|Tamil,Online Signup,
545,Shankar Patil,Painter,1,2025-12-10,Silver,1,1,4.06,27,Kannada|English|Hindi,Partner Agency,
546,Vikas Yadav,Plumber,2,2026-04-23,Bronze,1,1,3.95,5,Hindi|English,Partner Agency,
547,Madhavi Prasad,Deep Cleaning,1,2026-02-22,Platinum,1,1,4.40,165,Telugu|Kannada|English|Hindi,Walk In,
548,Mallikarjun Hegde,Appliance Repair,11,2025-11-02,Silver,1,1,4.31,74,Kannada|English,Partner Agency,
549,Karthik Nadar,Appliance Repair,5,2025-05-19,Silver,1,0,4.26,3,Tamil|Kannada|English|Telugu,Referral by Pro,2026-03-27
550,Asif Shariff,Carpenter,4,2024-12-08,Gold,1,1,4.14,64,Urdu|Hindi|Kannada|English,Field Recruiter,
551,Sudhakar Reddy,Plumber,15,2024-08-30,Silver,0,1,4.10,12,Telugu|Kannada|English|Hindi,Online Signup,
552,Shankar Gouda,Pest Control,5,2024-11-03,Gold,1,1,4.19,92,Kannada|English|Hindi|Tamil,Job Portal,
553,Ravi Bhat,Painter,8,2026-01-14,Silver,1,1,4.21,7,Kannada|English|Hindi,Field Recruiter,
554,Geetha Patil,Pest Control,16,2025-06-01,Silver,0,1,4.33,30,Kannada|English|Hindi,Referral by Pro,
555,Ramesh Murthy,Appliance Repair,6,2024-08-23,Gold,1,1,4.50,70,Kannada|English,Walk In,
556,Vijaya Murthy,Appliance Repair,8,2024-08-24,Silver,1,1,3.84,21,Kannada|English,Partner Agency,
557,Venkatesh Gouda,Deep Cleaning,18,2024-08-10,Silver,1,1,4.15,51,Kannada|English|Hindi|Tamil,Field Recruiter,
558,Bhaskar Prasad,Appliance Repair,2,2025-07-02,Silver,1,1,4.30,8,Telugu|Kannada,Walk In,
559,Manjunath Bhat,Appliance Repair,6,2025-09-30,Silver,1,1,4.36,31,Kannada|English|Hindi|Tamil,Job Portal,
560,Rajesh Subramanian,AC Service,3,2026-05-17,Gold,1,1,4.37,30,Tamil|Kannada|English|Telugu,Walk In,
561,Sandeep Chauhan,Painter,10,2024-07-02,Bronze,1,1,4.24,9,Hindi|English|Kannada,Field Recruiter,
562,Venkatesh Gouda,AC Service,8,2024-07-12,Silver,1,1,4.32,28,Kannada|English|Hindi|Tamil,Referral by Pro,
563,Anand Nadar,AC Service,5,2026-07-15,Bronze,1,1,4.05,0,Tamil|Kannada|English,Field Recruiter,
564,Tanveer Khan,Appliance Repair,7,2024-06-29,Bronze,1,1,3.67,12,Urdu|Hindi|Kannada,Job Portal,
565,Rafiq Sheikh,AC Service,9,2024-09-18,Silver,1,0,4.24,16,Urdu|Hindi|Kannada,Referral by Pro,2025-08-02
566,Naveen Desai,Pest Control,6,2026-06-11,Bronze,1,1,4.05,0,Kannada|English|Hindi,Referral by Pro,
567,Uma Nadar,Deep Cleaning,17,2024-11-02,Bronze,1,1,4.05,1,Tamil|Kannada|English|Telugu,Referral by Pro,
568,Santhosh Naik,Appliance Repair,9,2026-07-26,Bronze,0,1,4.05,1,Kannada|English|Hindi|Tamil,Job Portal,
569,Nandini Murthy,AC Service,8,2025-05-02,Silver,1,1,4.14,22,Kannada|English,Online Signup,
570,Swapna Reddy,Carpenter,1,2026-07-24,Silver,1,1,4.32,0,Telugu|Kannada|English,Partner Agency,
571,Nagaraj Bhat,Pest Control,2,2026-07-31,Silver,1,1,4.32,2,Kannada|English|Hindi|Tamil,Field Recruiter,
572,Pankaj Yadav,Carpenter,3,2024-06-07,Silver,1,0,4.36,3,Hindi|English|Kannada|Urdu,Partner Agency,2025-02-05
573,Chandrashekar Patil,Appliance Repair,1,2026-04-05,Bronze,1,1,4.03,10,Kannada|English|Hindi,Referral by Pro,
574,Chandra Yadav,Electrician,1,2024-06-03,Bronze,1,1,3.84,46,Telugu|Kannada|English,Field Recruiter,
575,Manoj Sharma,Plumber,3,2026-02-06,Bronze,1,1,4.03,13,Hindi|English|Kannada,Referral by Pro,
576,Dharmendra Chauhan,Pest Control,12,2024-08-30,Gold,1,1,4.32,196,Hindi|English|Kannada,Online Signup,
577,Vinay Patil,Appliance Repair,17,2024-09-11,Gold,1,1,4.18,47,Kannada|English,Job Portal,
578,Firoz Sheikh,AC Service,11,2026-01-28,Bronze,1,1,4.16,1,Urdu|Hindi|Kannada,Job Portal,
579,Ganesh Naik,AC Service,2,2025-02-05,Bronze,1,1,3.97,22,Kannada|English,Partner Agency,
580,Sudhakar Yadav,Appliance Repair,13,2024-08-24,Bronze,1,0,3.93,2,Telugu|Kannada|English,Online Signup,2025-09-07
581,Saravanan Nadar,AC Service,6,2024-10-12,Silver,1,1,4.28,144,Tamil|Kannada|English|Telugu,Walk In,
582,Deepak Verma,Carpenter,11,2024-11-23,Bronze,0,1,3.67,7,Hindi|English,Partner Agency,
583,Sai Yadav,Deep Cleaning,7,2024-09-01,Platinum,1,0,4.49,170,Telugu|Kannada|English|Hindi,Field Recruiter,2025-10-16
584,Dharmendra Chauhan,Carpenter,6,2025-01-01,Silver,1,1,4.26,70,Hindi|English|Kannada|Urdu,Field Recruiter,
585,Nadeem Khan,Electrician,3,2026-04-07,Gold,1,1,4.38,71,Urdu|Hindi,Job Portal,
586,Mallikarjun Achar,AC Service,19,2026-05-06,Bronze,1,1,4.05,0,Kannada|English|Hindi,Walk In,
587,Meera Singh,Deep Cleaning,3,2024-06-15,Silver,1,0,4.30,6,Hindi|English,Walk In,2025-02-06
588,Saravanan Pillai,Appliance Repair,9,2024-12-05,Gold,1,1,4.15,95,Tamil|Kannada|English,Online Signup,
589,Pankaj Gupta,Pest Control,10,2026-05-09,Gold,1,1,4.47,71,Hindi|English,Field Recruiter,
590,Karthik Subramanian,Carpenter,7,2025-08-03,Silver,1,1,4.27,27,Tamil|Kannada|English,Referral by Pro,
591,Kiran Joshi,Deep Cleaning,4,2024-08-21,Bronze,1,1,4.04,7,Hindi|English|Kannada|Urdu,Field Recruiter,
592,Vignesh Chettiar,Appliance Repair,6,2024-10-19,Bronze,1,0,4.05,0,Tamil|Kannada,Field Recruiter,2025-10-01
593,Chandra Naidu,Plumber,1,2025-10-06,Platinum,1,1,4.44,211,Telugu|Kannada|English|Hindi,Partner Agency,
594,Ramakrishna Naidu,Deep Cleaning,11,2026-06-10,Silver,1,1,4.32,1,Telugu|Kannada|English,Partner Agency,
595,Rajesh Raman,Plumber,8,2025-07-26,Silver,1,0,4.40,53,Tamil|Kannada|English|Telugu,Job Portal,2026-02-09
596,Bhaskar Reddy,Plumber,6,2026-01-04,Silver,1,1,4.16,24,Telugu|Kannada|English,Field Recruiter,
597,Anand Krishnan,Appliance Repair,13,2025-02-15,Bronze,1,0,3.88,31,Tamil|Kannada|English|Telugu,Online Signup,2026-03-30
598,Nagendra Yadav,AC Service,10,2026-01-26,Silver,1,1,4.18,41,Telugu|Kannada,Referral by Pro,
599,Salim Pasha,Deep Cleaning,1,2024-11-01,Bronze,0,1,3.87,6,Urdu|Hindi,Partner Agency,
600,Chandrashekar Kumar,Plumber,10,2026-02-12,Platinum,1,1,4.37,147,Kannada|English|Hindi,Walk In,
601,Rambabu Naidu,Electrician,7,2024-11-13,Silver,1,1,3.95,39,Telugu|Kannada|English,Referral by Pro,
602,Rajesh Nadar,Carpenter,11,2024-06-17,Silver,1,1,4.30,8,Tamil|Kannada|English,Partner Agency,
603,Lakshmi Rao,Deep Cleaning,6,2024-09-25,Silver,1,0,4.32,0,Kannada|English|Hindi,Field Recruiter,2025-09-30
604,Venkat Naidu,Electrician,4,2025-12-18,Bronze,1,1,4.04,4,Telugu|Kannada,Field Recruiter,
605,Poonam Joshi,Pest Control,1,2024-07-04,Bronze,1,1,3.78,6,Hindi|English|Kannada,Field Recruiter,
606,Vinay Hegde,Plumber,5,2026-06-26,Gold,1,1,4.38,53,Kannada|English|Hindi,Online Signup,
607,Rambabu Yadav,AC Service,1,2024-06-16,Silver,1,0,3.90,23,Telugu|Kannada|English|Hindi,Field Recruiter,2025-08-08
608,Asif Hussain,Appliance Repair,10,2026-01-10,Bronze,1,1,4.24,6,Urdu|Hindi,Online Signup,
609,Muthu Subramanian,Electrician,1,2026-07-21,Bronze,1,1,4.04,4,Tamil|Kannada|English|Telugu,Online Signup,
610,Poonam Pandey,Plumber,7,2026-02-25,Bronze,1,1,4.09,10,Hindi|English|Kannada|Urdu,Referral by Pro,
611,Rafiq Shariff,Plumber,20,2026-06-09,Gold,1,1,4.60,21,Urdu|Hindi|Kannada|English,Walk In,
612,Chandra Yadav,Appliance Repair,5,2025-06-30,Silver,1,1,4.39,25,Telugu|Kannada,Job Portal,
613,Anil Gupta,Plumber,12,2026-05-21,Bronze,1,1,4.04,3,Hindi|English|Kannada,Partner Agency,
614,Vikas Chauhan,Appliance Repair,11,2025-01-03,Bronze,1,1,3.76,22,Hindi|English|Kannada,Field Recruiter,
615,Nadeem Sait,Electrician,19,2026-06-06,Gold,1,1,4.33,54,Urdu|Hindi,Walk In,
616,Srinu Rao,AC Service,13,2025-10-22,Bronze,1,1,4.07,19,Telugu|Kannada,Online Signup,
617,Karthik Pillai,Carpenter,13,2024-07-13,Gold,1,1,4.34,59,Tamil|Kannada|English,Walk In,
618,Srinu Rao,AC Service,11,2024-12-20,Silver,1,1,4.29,106,Telugu|Kannada|English|Hindi,Online Signup,
619,Vijaya Bhat,Pest Control,1,2024-11-26,Bronze,1,1,4.22,8,Kannada|English,Referral by Pro,
620,Manjunath Poojary,Electrician,5,2026-07-27,Gold,1,1,4.36,13,Kannada|English|Hindi,Referral by Pro,
621,Anil Sharma,Deep Cleaning,19,2024-07-13,Bronze,0,1,4.09,10,Hindi|English|Kannada|Urdu,Online Signup,
622,Farida Shariff,Deep Cleaning,7,2024-11-17,Platinum,1,1,4.38,310,Urdu|Hindi|Kannada,Field Recruiter,
623,Murugan Natarajan,AC Service,4,2025-10-08,Bronze,1,1,3.87,7,Tamil|Kannada|English|Telugu,Field Recruiter,
624,Deepak Joshi,Painter,2,2026-06-04,Gold,1,1,4.44,6,Hindi|English,Field Recruiter,
625,Anil Yadav,AC Service,3,2026-01-18,Bronze,1,1,3.88,13,Hindi|English|Kannada|Urdu,Field Recruiter,
626,Vijay Chauhan,Painter,13,2024-12-14,Silver,1,1,4.46,47,Hindi|English|Kannada,Walk In,
627,Madhavi Naidu,Appliance Repair,13,2026-04-16,Gold,0,1,4.49,66,Telugu|Kannada,Field Recruiter,
628,Sandeep Joshi,AC Service,11,2025-01-28,Silver,1,1,4.16,72,Hindi|English|Kannada|Urdu,Field Recruiter,
629,Mohammed Sheikh,Plumber,1,2024-12-12,Silver,1,1,4.26,43,Urdu|Hindi,Partner Agency,
630,Chandrashekar Patil,Painter,1,2025-10-07,Silver,1,1,3.97,66,Kannada|English,Online Signup,
631,Shivakumar Achar,AC Service,4,2024-07-21,Bronze,1,1,4.04,3,Kannada|English|Hindi,Job Portal,
632,Sameer Sait,Plumber,6,2024-12-27,Silver,1,1,4.22,37,Urdu|Hindi|Kannada|English,Field Recruiter,
633,Saravanan Sundaram,Appliance Repair,6,2024-09-07,Platinum,1,0,4.36,152,Tamil|Kannada,Field Recruiter,2025-12-18
634,Venkatesh Naik,Deep Cleaning,10,2026-05-25,Gold,1,1,4.64,31,Kannada|English|Hindi|Tamil,Online Signup,
635,Mangala Gowda,Deep Cleaning,12,2024-11-16,Bronze,1,1,4.02,22,Kannada|English,Job Portal,
636,Srinivas Swamy,AC Service,7,2024-08-05,Bronze,1,1,4.10,35,Kannada|English,Field Recruiter,
637,Venkat Yadav,Carpenter,1,2024-08-11,Silver,1,1,4.22,76,Telugu|Kannada|English|Hindi,Field Recruiter,
638,Meena Sundaram,Deep Cleaning,3,2024-07-22,Silver,1,1,4.16,72,Tamil|Kannada,Field Recruiter,
639,Amit Thakur,AC Service,17,2026-06-19,Silver,1,1,4.40,1,Hindi|English,Partner Agency,
640,Vinay Achar,Plumber,1,2025-01-07,Bronze,1,1,3.92,44,Kannada|English,Online Signup,
641,Uma Pillai,Deep Cleaning,4,2026-06-13,Platinum,1,1,4.60,78,Tamil|Kannada,Field Recruiter,
642,Ramakrishna Prasad,Plumber,9,2025-10-22,Platinum,1,1,4.50,278,Telugu|Kannada|English|Hindi,Field Recruiter,
643,Srinivas Gowda,AC Service,1,2025-03-18,Bronze,1,1,3.90,10,Kannada|English|Hindi|Tamil,Online Signup,
644,Bala Chettiar,Plumber,15,2024-08-20,Silver,1,1,4.13,19,Tamil|Kannada|English|Telugu,Field Recruiter,
645,Ravi Kulkarni,Carpenter,15,2024-06-06,Silver,1,1,4.31,22,Kannada|English,Online Signup,
646,Nadeem Baig,Appliance Repair,15,2025-12-16,Bronze,1,1,4.26,12,Urdu|Hindi|Kannada,Partner Agency,
647,Salim Khan,Painter,5,2025-01-26,Gold,1,1,4.26,121,Urdu|Hindi,Online Signup,
648,Rafiq Sheikh,Plumber,12,2026-04-18,Bronze,1,1,4.05,1,Urdu|Hindi,Online Signup,
649,Rambabu Naidu,Appliance Repair,5,2024-07-31,Bronze,0,0,3.87,6,Telugu|Kannada,Field Recruiter,2025-08-02
650,Saravanan Nadar,Electrician,9,2026-06-18,Silver,1,1,3.98,13,Tamil|Kannada|English,Walk In,
651,Prakash Shetty,Electrician,4,2025-05-04,Bronze,1,1,3.95,6,Kannada|English,Online Signup,
652,Mallikarjun Rao,Painter,2,2026-05-16,Bronze,1,1,4.05,1,Kannada|English|Hindi,Referral by Pro,
653,Nagaraj Murthy,Plumber,9,2025-04-27,Silver,1,1,4.05,198,Kannada|English|Hindi|Tamil,Walk In,
654,Prabhu Raman,Appliance Repair,2,2025-10-03,Silver,1,1,4.14,30,Tamil|Kannada,Job Portal,
655,Bhaskar Naidu,Appliance Repair,5,2025-05-15,Gold,1,0,4.20,62,Telugu|Kannada|English,Field Recruiter,2026-04-26
656,Lokesh Shetty,AC Service,4,2024-09-07,Silver,1,0,4.36,3,Kannada|English|Hindi|Tamil,Field Recruiter,2025-03-16
657,Sarita Chauhan,Deep Cleaning,9,2026-01-11,Bronze,1,0,3.84,3,Hindi|English|Kannada|Urdu,Field Recruiter,2026-04-27
658,Ramesh Gowda,Pest Control,5,2024-12-13,Gold,1,1,4.40,43,Kannada|English|Hindi|Tamil,Field Recruiter,
659,Sai Yadav,Painter,17,2024-12-15,Gold,1,0,4.42,8,Telugu|Kannada|English,Field Recruiter,2025-08-08
660,Srinu Naidu,Painter,1,2024-08-14,Bronze,1,1,3.75,24,Telugu|Kannada|English,Field Recruiter,
661,Anand Krishnan,Pest Control,5,2025-09-24,Silver,1,0,4.16,5,Tamil|Kannada|English,Referral by Pro,2026-06-10
662,Girish Kumar,Painter,9,2024-08-22,Bronze,1,1,4.12,37,Kannada|English,Partner Agency,
663,Nagaraj Poojary,Painter,10,2026-03-31,Silver,1,1,4.22,21,Kannada|English,Referral by Pro,
664,Mallikarjun Murthy,AC Service,6,2026-04-15,Silver,1,1,4.23,14,Kannada|English|Hindi,Field Recruiter,
665,Lakshmi Gouda,Deep Cleaning,16,2024-08-05,Silver,1,1,4.09,86,Kannada|English|Hindi,Referral by Pro,
666,Sudhakar Yadav,Plumber,4,2025-02-26,Silver,1,1,4.17,43,Telugu|Kannada,Referral by Pro,
667,Sarita Verma,Electrician,3,2024-11-06,Bronze,1,1,3.92,43,Hindi|English,Job Portal,
668,Vinay Bhat,AC Service,16,2025-12-23,Silver,1,1,4.40,33,Kannada|English,Field Recruiter,
669,Firoz Baig,Plumber,7,2024-07-05,Silver,1,0,4.28,29,Urdu|Hindi,Field Recruiter,2025-09-25
670,Manjunath Bhat,Electrician,15,2024-06-11,Bronze,1,0,4.05,0,Kannada|English|Hindi,Field Recruiter,2024-09-25
671,Praveen Yadav,Painter,13,2024-06-26,Bronze,1,1,3.94,3,Telugu|Kannada,Field Recruiter,
672,Nasreen Sheikh,Pest Control,4,2026-07-02,Silver,0,1,4.50,10,Urdu|Hindi|Kannada|English,Partner Agency,
